iso3,year,region,indicator,value,source
BFA,1983,National,"Persistence to last grade of primary, male (% of cohort)",70.09,HDX-WB
BFA,1984,National,"Persistence to last grade of primary, male (% of cohort)",73.36,HDX-WB
BFA,1986,National,"Persistence to last grade of primary, male (% of cohort)",74.72,HDX-WB
BFA,1987,National,"Persistence to last grade of primary, male (% of cohort)",67.08,HDX-WB
BFA,1988,National,"Persistence to last grade of primary, male (% of cohort)",66.59,HDX-WB
BFA,1989,National,"Persistence to last grade of primary, male (% of cohort)",63.16,HDX-WB
BFA,1990,National,"Persistence to last grade of primary, male (% of cohort)",70.0,HDX-WB
BFA,1994,National,"Persistence to last grade of primary, male (% of cohort)",76.79,HDX-WB
BFA,1998,National,"Persistence to last grade of primary, male (% of cohort)",57.35,HDX-WB
BFA,1999,National,"Persistence to last grade of primary, male (% of cohort)",59.5,HDX-WB
BFA,2000,National,"Persistence to last grade of primary, male (% of cohort)",59.96,HDX-WB
BFA,2001,National,"Persistence to last grade of primary, male (% of cohort)",56.33,HDX-WB
BFA,2002,National,"Persistence to last grade of primary, male (% of cohort)",65.16,HDX-WB
BFA,2003,National,"Persistence to last grade of primary, male (% of cohort)",67.74,HDX-WB
BFA,2004,National,"Persistence to last grade of primary, male (% of cohort)",68.13,HDX-WB
BFA,2005,National,"Persistence to last grade of primary, male (% of cohort)",63.19,HDX-WB
BFA,2006,National,"Persistence to last grade of primary, male (% of cohort)",70.64,HDX-WB
BFA,2007,National,"Persistence to last grade of primary, male (% of cohort)",67.67,HDX-WB
BFA,2008,National,"Persistence to last grade of primary, male (% of cohort)",70.84,HDX-WB
BFA,2009,National,"Persistence to last grade of primary, male (% of cohort)",61.23,HDX-WB
BFA,2011,National,"Persistence to last grade of primary, male (% of cohort)",65.67,HDX-WB
BFA,2012,National,"Persistence to last grade of primary, male (% of cohort)",64.3,HDX-WB
BFA,2013,National,"Persistence to last grade of primary, male (% of cohort)",64.89,HDX-WB
BFA,2014,National,"Persistence to last grade of primary, male (% of cohort)",62.23,HDX-WB
BFA,2015,National,"Persistence to last grade of primary, male (% of cohort)",64.19,HDX-WB
BFA,2016,National,"Persistence to last grade of primary, male (% of cohort)",60.81,HDX-WB
BFA,2017,National,"Persistence to last grade of primary, male (% of cohort)",64.4,HDX-WB
BFA,2018,National,"Persistence to last grade of primary, male (% of cohort)",50.45,HDX-WB
BFA,2019,National,"Persistence to last grade of primary, male (% of cohort)",48.48,HDX-WB
BFA,2020,National,"Persistence to last grade of primary, male (% of cohort)",55.3,HDX-WB
BFA,2021,National,"Persistence to last grade of primary, male (% of cohort)",39.94,HDX-WB
BFA,2022,National,"Persistence to last grade of primary, male (% of cohort)",26.53,HDX-WB
BFA,1971,National,"Persistence to last grade of primary, total (% of cohort)",49.88,HDX-WB
BFA,1972,National,"Persistence to last grade of primary, total (% of cohort)",46.77,HDX-WB
BFA,1973,National,"Persistence to last grade of primary, total (% of cohort)",52.42,HDX-WB
BFA,1974,National,"Persistence to last grade of primary, total (% of cohort)",60.1,HDX-WB
BFA,1975,National,"Persistence to last grade of primary, total (% of cohort)",58.22,HDX-WB
BFA,1976,National,"Persistence to last grade of primary, total (% of cohort)",61.48,HDX-WB
BFA,1977,National,"Persistence to last grade of primary, total (% of cohort)",59.16,HDX-WB
BFA,1978,National,"Persistence to last grade of primary, total (% of cohort)",62.34,HDX-WB
BFA,1979,National,"Persistence to last grade of primary, total (% of cohort)",64.35,HDX-WB
BFA,1980,National,"Persistence to last grade of primary, total (% of cohort)",66.49,HDX-WB
BFA,1981,National,"Persistence to last grade of primary, total (% of cohort)",73.79,HDX-WB
BFA,1982,National,"Persistence to last grade of primary, total (% of cohort)",69.59,HDX-WB
BFA,1983,National,"Persistence to last grade of primary, total (% of cohort)",70.24,HDX-WB
BFA,1984,National,"Persistence to last grade of primary, total (% of cohort)",72.25,HDX-WB
BFA,1986,National,"Persistence to last grade of primary, total (% of cohort)",73.55,HDX-WB
BFA,1987,National,"Persistence to last grade of primary, total (% of cohort)",67.23,HDX-WB
BFA,1988,National,"Persistence to last grade of primary, total (% of cohort)",67.42,HDX-WB
BFA,1989,National,"Persistence to last grade of primary, total (% of cohort)",63.74,HDX-WB
BFA,1990,National,"Persistence to last grade of primary, total (% of cohort)",70.78,HDX-WB
BFA,1994,National,"Persistence to last grade of primary, total (% of cohort)",76.48,HDX-WB
BFA,1998,National,"Persistence to last grade of primary, total (% of cohort)",58.9,HDX-WB
BFA,1999,National,"Persistence to last grade of primary, total (% of cohort)",61.04,HDX-WB
BFA,2000,National,"Persistence to last grade of primary, total (% of cohort)",61.34,HDX-WB
BFA,2001,National,"Persistence to last grade of primary, total (% of cohort)",58.33,HDX-WB
BFA,2002,National,"Persistence to last grade of primary, total (% of cohort)",66.56,HDX-WB
BFA,2003,National,"Persistence to last grade of primary, total (% of cohort)",69.22,HDX-WB
BFA,2004,National,"Persistence to last grade of primary, total (% of cohort)",68.93,HDX-WB
BFA,2005,National,"Persistence to last grade of primary, total (% of cohort)",64.44,HDX-WB
BFA,2006,National,"Persistence to last grade of primary, total (% of cohort)",72.02,HDX-WB
BFA,2007,National,"Persistence to last grade of primary, total (% of cohort)",69.0,HDX-WB
BFA,2008,National,"Persistence to last grade of primary, total (% of cohort)",71.14,HDX-WB
BFA,2009,National,"Persistence to last grade of primary, total (% of cohort)",63.63,HDX-WB
BFA,2011,National,"Persistence to last grade of primary, total (% of cohort)",68.97,HDX-WB
BFA,2012,National,"Persistence to last grade of primary, total (% of cohort)",69.07,HDX-WB
BFA,2013,National,"Persistence to last grade of primary, total (% of cohort)",69.5,HDX-WB
BFA,2014,National,"Persistence to last grade of primary, total (% of cohort)",66.24,HDX-WB
BFA,2015,National,"Persistence to last grade of primary, total (% of cohort)",68.81,HDX-WB
BFA,2016,National,"Persistence to last grade of primary, total (% of cohort)",65.64,HDX-WB
BFA,2017,National,"Persistence to last grade of primary, total (% of cohort)",68.84,HDX-WB
BFA,2018,National,"Persistence to last grade of primary, total (% of cohort)",55.92,HDX-WB
BFA,2019,National,"Persistence to last grade of primary, total (% of cohort)",54.45,HDX-WB
BFA,2020,National,"Persistence to last grade of primary, total (% of cohort)",62.06,HDX-WB
BFA,2021,National,"Persistence to last grade of primary, total (% of cohort)",46.03,HDX-WB
BFA,2022,National,"Persistence to last grade of primary, total (% of cohort)",31.03,HDX-WB
